          
-2     -0.093      0.0054      -17.2222    68.392
-1     0.025      0.0054      4.62963    68.4159
0     0.142      0.0056      25.3571    68.566
1     0.26      0.0058      44.8276    68.7725
2     0.376      0.006      62.6667    69.6296
3     0.492      0.0064      76.875    70.6334
4     0.605      0.0068      88.9706    71.743
5     0.717      0.0075      95.6    72.8557
6     0.826      0.0083      99.5181    73.8411
7     0.93      0.0094      98.9362    74.5296
8     1.03      0.0107      96.2617    74.9444
9     1.129      0.012      94.0833    74.7241
10     1.222      0.0134      91.194    73.7919
