          
-2     0.098      0.0073      13.4247    68.0057
-1     0.228      0.0074      30.8108    68.0708
0     0.359      0.0075      47.8667    68.1752
1     0.489      0.0076      64.3421    68.2399
2     0.618      0.0078      79.2308    69.024
3     0.746      0.008      93.25    69.9208
4     0.873      0.0084      103.929    70.9301
5     0.999      0.0087      114.828    71.8116
6     1.124      0.0091      123.516    72.5363
7     1.247      0.0095      131.263    72.8574
8     1.367      0.0102      134.02    73.0399
9     1.485      0.0109      136.239    72.7071
10     1.598      0.0118      135.424    71.7541
