          
-2     0.057      0.0056      10.1786    68.8427
-1     0.176      0.0055      32    68.8135
0     0.296      0.0056      52.8571    68.8907
1     0.414      0.0057      72.6316    69.0531
2     0.533      0.0058      91.8966    69.8511
3     0.65      0.006      108.333    70.7686
4     0.766      0.0062      123.548    71.7954
5     0.875      0.0068      128.676    73.0458
6     0.98      0.0077      127.273    74.2189
7     1.061      0.0097      109.381    75.7316
8     1.101      0.0128      86.0156    77.4311
9     1.151      0.0157      73.3121    77.8832
10     1.197      0.0194      61.701    77.3715
