          
-2     0.073      0.0058      12.5862    69.5898
-1     0.192      0.0059      32.5424    69.7041
0     0.311      0.006      51.8333    69.8604
1     0.429      0.0061      70.3279    70.0877
2     0.546      0.0063      86.6667    70.9975
3     0.661      0.0065      101.692    71.9842
4     0.774      0.0068      113.824    73.0836
5     0.887      0.0072      123.194    74.0451
6     0.99      0.0078      126.923    75.0499
7     1.089      0.0086      126.628    75.6609
8     1.164      0.0099      117.576    76.4088
9     1.201      0.013      92.3846    77.2215
10     1.206      0.0182      66.2637    77.4035
