          
-2     0.049      0.0073      6.71233    67.9525
-1     0.179      0.0073      24.5205    67.9617
0     0.31      0.0073      42.4658    68.0593
1     0.44      0.0074      59.4595    68.1499
2     0.569      0.0076      74.8684    68.8907
3     0.698      0.0078      89.4872    69.7593
4     0.826      0.008      103.25    70.7424
5     0.953      0.0084      113.452    71.6583
6     1.078      0.0087      123.908    72.3895
7     1.202      0.0092      130.652    72.7077
8     1.324      0.0097      136.495    72.9279
9     1.44      0.0106      135.849    72.8238
10     1.549      0.0118      131.271    72.1842
