          
-2     -0.014      0.0071      -1.97183    68.201
-1     0.116      0.0071      16.338    68.1872
0     0.246      0.0072      34.1667    68.2729
1     0.375      0.0073      51.3699    68.3862
2     0.504      0.0074      68.1081    69.0757
3     0.633      0.0076      83.2895    69.9156
4     0.76      0.0079      96.2025    70.8681
5     0.886      0.0083      106.747    71.767
6     1.011      0.0086      117.558    72.4955
7     1.134      0.0091      124.615    72.7498
8     1.256      0.0096      130.833    72.9132
9     1.373      0.0104      132.019    72.6593
10     1.484      0.0115      129.043    71.8659
