          
-2     -0.033      0.0073      -4.52055    67.3549
-1     0.097      0.0073      13.2877    67.3543
0     0.227      0.0074      30.6757    67.4266
1     0.356      0.0075      47.4667    67.4941
2     0.486      0.0076      63.9474    68.1277
3     0.615      0.0077      79.8701    68.9169
4     0.743      0.0079      94.0506    69.8377
5     0.87      0.0082      106.098    70.7349
6     0.997      0.0085      117.294    71.4038
7     1.123      0.0089      126.18    71.6936
8     1.247      0.0095      131.263    71.9216
9     1.366      0.0105      130.095    71.9463
10     1.467      0.0129      113.721    72.1422
