          
-2     -0.024      0.0057      -4.21053    68.988
-1     0.096      0.0057      16.8421    68.9983
0     0.216      0.0058      37.2414    69.1035
1     0.335      0.0058      57.7586    69.224
2     0.454      0.006      75.6667    70.049
3     0.572      0.0062      92.2581    70.9442
4     0.688      0.0064      107.5    71.9637
5     0.801      0.0069      116.087    73.0492
6     0.91      0.0077      118.182    74.0928
7     1.008      0.0088      114.545    74.9767
8     1.076      0.0112      96.0714    76.3196
9     1.126      0.0139      81.0072    77.0082
10     1.172      0.0172      68.1395    76.7358
