          
-2     0.043      0.0066      6.51515    68.4781
-1     0.169      0.0066      25.6061    68.5115
0     0.295      0.0067      44.0299    68.5917
1     0.421      0.0068      61.9118    68.6918
2     0.546      0.0069      79.1304    69.4049
3     0.671      0.0071      94.507    70.2438
4     0.795      0.0073      108.904    71.1721
5     0.918      0.0077      119.221    72.0444
6     1.04      0.008      130    72.7691
7     1.161      0.0085      136.588    73.0273
8     1.278      0.0092      138.913    73.3169
9     1.392      0.0102      136.471    73.1215
10     1.495      0.0117      127.778    72.5613
