          
-2     0.306      0.0064      47.8125    67.5354
-1     0.43      0.0064      67.1875    67.573
0     0.553      0.0064      86.4062    67.6333
1     0.676      0.0065      104    67.7359
2     0.798      0.0067      119.104    68.5504
3     0.92      0.0069      133.333    69.4976
4     1.039      0.0072      144.306    70.5823
5     1.158      0.0076      152.368    71.6333
6     1.272      0.0083      153.253    72.6574
7     1.383      0.0092      150.326    73.4289
8     1.483      0.0108      137.315    74.2702
9     1.551      0.0137      113.212    75.2252
10     1.562      0.0189      82.6455    76.0624
