          
-2     0.465      0.0068      68.3824    68.6498
-1     0.59      0.0068      86.7647    68.7317
0     0.713      0.0069      103.333    68.8793
1     0.836      0.007      119.429    69.0911
2     0.958      0.0072      133.056    69.9933
3     1.079      0.0074      145.811    71.0027
4     1.198      0.0077      155.584    72.0918
5     1.316      0.0081      162.469    73.1321
6     1.43      0.0085      168.235    74.0241
7     1.534      0.0095      161.474    74.8969
8     1.624      0.0107      151.776    75.7137
9     1.678      0.0135      124.296    76.6166
10     1.68      0.0199      84.4221    77.0956
