          
-2     0.404      0.0081      49.8765    74.5334
-1     0.498      0.0083      60    74.9532
0     0.59      0.0088      67.0455    75.4158
1     0.686      0.0092      74.5652    75.7889
2     0.775      0.0101      76.7327    77.0771
3     0.857      0.0112      76.5179    78.4061
4     0.937      0.0125      74.96    79.6753
5     1.013      0.014      72.3571    80.7469
6     1.078      0.0161      66.9565    81.5922
7     1.137      0.0185      61.4595    82.0168
8     1.193      0.0213      56.0094    82.1434
9     1.242      0.0245      50.6939    81.6945
10     1.229      0.0309      39.7735    80.804
