          
-2     0.157      0.0057      27.5439    70.9854
-1     0.268      0.0056      47.8571    71.1206
0     0.377      0.0056      67.3214    71.406
1     0.474      0.0057      83.1579    71.9283
2     0.575      0.0059      97.4576    73.1289
3     0.672      0.0064      105    74.4859
4     0.765      0.007      109.286    75.9372
5     0.848      0.0079      107.342    77.3856
6     0.925      0.0092      100.543    78.5899
7     0.987      0.0111      88.9189    79.4733
8     1.034      0.0138      74.9275    80.0464
9     1.071      0.0171      62.6316    79.9882
10     1.097      0.0213      51.5023    79.1812
