          
-2     0.216      0.0063      34.2857    72.6532
-1     0.309      0.0062      49.8387    72.9989
0     0.412      0.0064      64.375    73.3777
1     0.513      0.0066      77.7273    73.8262
2     0.61      0.0071      85.9155    75.1396
3     0.704      0.0077      91.4286    76.5026
4     0.791      0.0086      91.9767    77.8917
5     0.877      0.0096      91.3542    79.0602
6     0.948      0.0112      84.6429    80.1072
7     1.01      0.0132      76.5152    80.7411
8     1.055      0.016      65.9375    81.1145
9     1.086      0.0196      55.4082    80.9188
10     1.106      0.0244      45.3279    80.0113
