          
-2     0.214      0.007      30.5714    72.963
-1     0.305      0.0068      44.8529    73.2163
0     0.4      0.0069      57.971    73.6326
1     0.496      0.0071      69.8592    74.1185
2     0.592      0.0075      78.9333    75.4286
3     0.681      0.0083      82.0482    76.838
4     0.767      0.0093      82.4731    78.2222
5     0.84      0.0108      77.7778    79.5325
6     0.906      0.0126      71.9048    80.5675
7     0.96      0.0151      63.5762    81.2128
8     1.006      0.0182      55.2747    81.5275
9     1.045      0.0217      48.1567    81.2334
10     1.076      0.0262      41.0687    80.2363
