          
-2     0.359      0.0064      56.0937    70.2328
-1     0.478      0.0064      74.6875    70.3541
0     0.596      0.0064      93.125    70.5391
1     0.712      0.0065      109.538    70.8163
2     0.826      0.0068      121.471    71.8834
3     0.939      0.007      134.143    72.9737
4     1.048      0.0072      145.556    74.1524
5     1.146      0.0076      150.789    75.3924
6     1.24      0.0082      151.22    76.536
7     1.32      0.0094      140.426    77.569
8     1.382      0.0115      120.174    78.4079
9     1.407      0.0157      89.6178    78.9183
10     1.341      0.0252      53.2143    79.1601
