          
-2     -0.022      0.0057      -3.85965    69.7296
-1     0.094      0.0054      17.4074    69.5135
0     0.209      0.0053      39.434    69.5164
1     0.324      0.0054      60    69.714
2     0.437      0.0056      78.0357    70.696
3     0.546      0.006      91    71.923
4     0.651      0.0067      97.1642    73.355
5     0.748      0.0076      98.4211    74.8183
6     0.833      0.0086      96.8605    76.1976
7     0.912      0.01      91.2    77.1891
8     0.987      0.0115      85.8261    77.8031
9     1.056      0.0134      78.806    77.7869
10     1.12      0.0157      71.3376    76.9777
