          
-2     -0.08      0.0069      -11.5942    67.9239
-1     0.049      0.0069      7.10145    67.8816
0     0.178      0.0069      25.7971    67.913
1     0.306      0.007      43.7143    68.0213
2     0.434      0.0071      61.1268    68.7111
3     0.562      0.0072      78.0556    69.4623
4     0.69      0.0074      93.2432    70.3418
5     0.816      0.0077      105.974    71.2007
6     0.941      0.0081      116.173    71.9508
7     1.066      0.0084      126.905    72.1448
8     1.187      0.0091      130.44    72.4682
9     1.303      0.0102      127.745    72.5019
10     1.394      0.0129      108.062    72.9128
