          
-2     -0.108      0.0071      -15.2113    69.5321
-1     0.015      0.007      2.14286    69.461
0     0.137      0.007      19.5714    69.5105
1     0.259      0.007      37    69.5915
2     0.38      0.0072      52.7778    70.3592
3     0.501      0.0074      67.7027    71.2731
4     0.62      0.0077      80.5195    72.2844
5     0.738      0.0082      90    73.2519
6     0.854      0.0087      98.1609    74.045
7     0.968      0.0093      104.086    74.3986
8     1.077      0.0101      106.634    74.6907
9     1.184      0.011      107.636    74.4118
10     1.283      0.0122      105.164    73.5535
