          
-2     0.208      0.0057      36.4912    70.1554
-1     0.325      0.0057      57.0175    70.2986
0     0.44      0.0058      75.8621    70.5192
1     0.555      0.0059      94.0678    70.8036
2     0.668      0.0061      109.508    71.8147
3     0.779      0.0063      123.651    72.8879
4     0.887      0.0065      136.462    74.0512
5     0.981      0.0069      142.174    75.3361
6     1.068      0.0077      138.701    76.5943
7     1.129      0.0095      118.842    77.9643
8     1.098      0.0156      70.3846    79.9861
9     1      0.0266      37.594    81.1083
10     0.986      0.0345      28.5797    80.4028
