          
-2     0.036      0.0056      6.42857    68.8492
-1     0.155      0.0055      28.1818    68.8204
0     0.274      0.0055      49.8182    68.8585
1     0.393      0.0056      70.1786    68.9677
2     0.512      0.0056      91.4286    69.7213
3     0.629      0.0058      108.448    70.5943
4     0.745      0.006      124.167    71.6371
5     0.855      0.0066      129.545    72.8804
6     0.951      0.008      118.875    74.5451
7     0.995      0.0114      87.2807    77.0165
8     1.045      0.0142      73.5915    78.2754
9     1.1      0.0172      63.9535    78.4683
10     1.146      0.021      54.5714    77.833
