          
-2     -0.124      0.0057      -21.7544    69.7677
-1     -0.01      0.0057      -1.75439    69.8186
0     0.104      0.0059      17.6271    70.0322
1     0.217      0.0061      35.5738    70.344
2     0.329      0.0065      50.6154    71.3745
3     0.441      0.0069      63.913    72.5176
4     0.551      0.0074      74.4595    73.6944
5     0.658      0.008      82.25    74.7869
6     0.763      0.0086      88.7209    75.6969
7     0.863      0.0094      91.8085    76.1994
8     0.952      0.0103      92.4272    76.5474
9     1.04      0.0114      91.2281    76.318
10     1.122      0.0128      87.6562    75.4372
