          
-2     -0.125      0.0064      -19.5312    69.7399
-1     -0.003      0.0064      -0.46875    69.7604
0     0.119      0.0065      18.3077    69.8335
1     0.24      0.0066      36.3636    69.9684
2     0.361      0.0067      53.8806    70.7451
3     0.48      0.007      68.5714    71.7005
4     0.599      0.0072      83.1944    72.6892
5     0.715      0.0076      94.0789    73.6778
6     0.829      0.0081      102.346    74.4922
7     0.939      0.0087      107.931    74.8522
8     1.044      0.0095      109.895    75.2152
9     1.138      0.0107      106.355    75.1505
10     1.21      0.0122      99.1803    74.6725
