          
-2     0.339      0.0061      55.5738    68.8883
-1     0.457      0.0061      74.918    69.0463
0     0.574      0.0063      91.1111    69.2067
1     0.69      0.0065      106.154    69.4299
2     0.805      0.0068      118.382    70.3977
3     0.919      0.0071      129.437    71.462
4     1.032      0.0075      137.6    72.5509
5     1.142      0.0079      144.557    73.5537
6     1.251      0.0085      147.176    74.345
7     1.353      0.0093      145.484    74.9084
8     1.45      0.0104      139.423    75.2097
9     1.532      0.0119      128.739    75.1719
10     1.583      0.0144      109.931    74.8135
