          
-2     0.116      0.0068      17.0588    69.2632
-1     0.237      0.0068      34.8529    69.2759
0     0.359      0.0068      52.7941    69.3544
1     0.48      0.0069      69.5652    69.51
2     0.6      0.007      85.7143    70.3521
3     0.718      0.0073      98.3562    71.3522
4     0.835      0.0077      108.442    72.4148
5     0.95      0.0082      115.854    73.4742
6     1.061      0.0088      120.568    74.4323
7     1.168      0.0096      121.667    75.0066
8     1.268      0.0106      119.623    75.468
9     1.351      0.0119      113.529    75.5875
10     1.415      0.0141      100.355    75.2998
