          
-2     0.381      0.007      54.4286    67.4549
-1     0.505      0.007      72.1429    67.5009
0     0.63      0.0071      88.7324    67.5587
1     0.753      0.0072      104.583    67.6693
2     0.875      0.0074      118.243    68.5313
3     0.997      0.0077      129.481    69.506
4     1.118      0.0081      138.025    70.5524
5     1.237      0.0085      145.529    71.5793
6     1.355      0.0091      148.901    72.4293
7     1.47      0.0099      148.485    72.9673
8     1.581      0.0108      146.389    73.2941
9     1.688      0.012      140.667    73.1476
10     1.786      0.0137      130.365    72.5013
