          
-2     0.208      0.0064      32.5    67.5716
-1     0.332      0.0064      51.875    67.5738
0     0.456      0.0064      71.25    67.6097
1     0.579      0.0064      90.4687    67.6823
2     0.702      0.0066      106.364    68.4578
3     0.824      0.0068      121.176    69.4125
4     0.945      0.0071      133.099    70.4236
5     1.064      0.0076      140    71.5141
6     1.18      0.0082      143.902    72.5057
7     1.293      0.0091      142.088    73.2357
8     1.394      0.0108      129.074    74.1498
9     1.475      0.0134      110.075    74.8768
10     1.513      0.0172      87.9651    75.3873
