          
-2     0.281      0.006      46.8333    67.194
-1     0.405      0.006      67.5    67.2331
0     0.528      0.0061      86.5574    67.3118
1     0.65      0.0063      103.175    67.43
2     0.771      0.0065      118.615    68.3101
3     0.892      0.0067      133.134    69.2791
4     1.011      0.007      144.429    70.3174
5     1.129      0.0074      152.568    71.3717
6     1.243      0.0081      153.457    72.4255
7     1.327      0.0111      119.55    74.5816
8     1.355      0.0157      86.3057    76.9966
9     1.395      0.0196      71.1735    77.7122
10     1.42      0.0254      55.9055    77.5397
