          
-2     0.334      0.0068      49.1176    67.9432
-1     0.459      0.0067      68.5075    67.9957
0     0.583      0.0067      87.0149    68.0849
1     0.707      0.0068      103.971    68.2143
2     0.83      0.007      118.571    69.0326
3     0.952      0.0072      132.222    70.0039
4     1.073      0.0075      143.067    71.0587
5     1.192      0.008      149    72.119
6     1.307      0.0086      151.977    73.1179
7     1.42      0.0094      151.064    73.7848
8     1.522      0.0108      140.926    74.5334
9     1.596      0.013      122.769    75.3126
10     1.611      0.0186      86.6129    76.2153
