          
-2     0.2      0.0066      30.303    67.5698
-1     0.327      0.0067      48.806    67.637
0     0.453      0.0068      66.6176    67.7221
1     0.579      0.0069      83.913    67.8349
2     0.703      0.0071      99.0141    68.6713
3     0.828      0.0073      113.425    69.5655
4     0.951      0.0076      125.132    70.5438
5     1.074      0.0079      135.949    71.4628
6     1.195      0.0083      143.976    72.2153
7     1.314      0.0088      149.318    72.5813
8     1.429      0.0096      148.854    72.9089
9     1.539      0.0107      143.832    72.7952
10     1.638      0.0123      133.171    72.3009
