          
-2     0.143      0.0068      21.0294    68.7711
-1     0.27      0.0068      39.7059    68.8192
0     0.396      0.0069      57.3913    68.9307
1     0.522      0.0071      73.5211    69.0868
2     0.647      0.0073      88.6301    69.8759
3     0.772      0.0075      102.933    70.7533
4     0.896      0.0077      116.364    71.7186
5     1.019      0.0081      125.802    72.625
6     1.14      0.0085      134.118    73.377
7     1.26      0.009      140    73.711
8     1.377      0.0096      143.438    73.8749
9     1.488      0.0106      140.377    73.6705
10     1.593      0.0118      135    72.8577
