          
-2     0.198      0.0074      26.7568    68.5981
-1     0.327      0.0074      44.1892    68.6533
0     0.456      0.0075      60.8    68.7691
1     0.585      0.0076      76.9737    68.9098
2     0.712      0.0078      91.2821    69.7527
3     0.839      0.008      104.875    70.7113
4     0.964      0.0084      114.762    71.7699
5     1.087      0.0088      123.523    72.764
6     1.208      0.0093      129.892    73.6308
7     1.327      0.0099      134.04    74.1201
8     1.44      0.0108      133.333    74.4966
9     1.547      0.0118      131.102    74.3649
10     1.626      0.0135      120.444    74.1223
