          
-2     -0.019      0.0072      -2.63889    67.3478
-1     0.111      0.0072      15.4167    67.3593
0     0.24      0.0073      32.8767    67.4257
1     0.37      0.0074      50    67.4872
2     0.499      0.0075      66.5333    68.1303
3     0.627      0.0076      82.5    68.9251
4     0.755      0.0078      96.7949    69.8496
5     0.882      0.0082      107.561    70.7639
6     1.009      0.0084      120.119    71.4208
7     1.134      0.0089      127.416    71.7305
8     1.257      0.0094      133.723    71.9964
9     1.374      0.0106      129.623    72.1106
10     1.43      0.0158      90.5063    74.2546
