          
-2     0.103      0.0053      19.434    68.2183
-1     0.22      0.0051      43.1373    68.1229
0     0.338      0.0051      66.2745    68.1745
1     0.455      0.0052      87.5    68.3063
2     0.571      0.0053      107.736    69.1187
3     0.686      0.0056      122.5    70.1151
4     0.795      0.0062      128.226    71.4945
5     0.898      0.0072      124.722    73.0476
6     0.981      0.0096      102.188    75.161
7     1.064      0.0115      92.5217    76.3051
8     1.144      0.0128      89.375    76.8138
9     1.215      0.0145      83.7931    76.8433
10     1.271      0.0166      76.5663    76.2414
