          
-2     -0.025      0.0064      -3.90625    68.0079
-1     0.101      0.0065      15.5385    68.0353
0     0.228      0.0065      35.0769    68.111
1     0.354      0.0066      53.6364    68.1991
2     0.479      0.0068      70.4412    68.95
3     0.604      0.007      86.2857    69.8221
4     0.727      0.0073      99.589    70.8006
5     0.85      0.0077      110.39    71.7322
6     0.971      0.0081      119.877    72.4748
7     1.089      0.0087      125.172    72.9407
8     1.204      0.0096      125.417    73.2888
9     1.312      0.0108      121.481    73.2633
10     1.401      0.013      107.769    73.0185
