          
-2     -0.221      0.0078      -28.3333    70.4123
-1     -0.089      0.0078      -11.4103    70.3496
0     0.043      0.0078      5.51282    70.314
1     0.175      0.0078      22.4359    70.3789
2     0.306      0.008      38.25    71.0851
3     0.436      0.0081      53.8272    71.9303
4     0.565      0.0084      67.2619    72.8927
5     0.692      0.0087      79.5402    73.8699
6     0.817      0.0092      88.8043    74.7377
7     0.937      0.0097      96.5979    75.067
8     1.05      0.0105      100    75.5794
9     1.128      0.0121      93.2231    76.2893
10     1.183      0.0157      75.3503    76.4318
