          
-2     0.343      0.0071      48.3099    71.1833
-1     0.46      0.0069      66.6667    71.2797
0     0.575      0.0069      83.3333    71.4857
1     0.687      0.007      98.1429    71.7836
2     0.794      0.0071      111.831    72.9094
3     0.887      0.0073      121.507    74.3209
4     0.984      0.0078      126.154    75.7433
5     1.075      0.0086      125    77.1262
6     1.152      0.0098      117.551    78.4378
7     1.218      0.0118      103.22    79.3794
8     1.271      0.0145      87.6552    79.9535
9     1.307      0.0181      72.2099    79.9429
10     1.305      0.0233      56.0086    79.3242
