          
-2     0.136      0.0056      24.2857    68.8908
-1     0.255      0.0056      45.5357    68.9351
0     0.374      0.0056      66.7857    69.0506
1     0.493      0.0057      86.4912    69.1931
2     0.61      0.0058      105.172    70.0253
3     0.727      0.006      121.167    70.9629
4     0.843      0.0062      135.968    71.9511
5     0.954      0.0067      142.388    73.0736
6     1.053      0.0077      136.753    74.4829
7     1.064      0.0122      87.2131    77.6879
8     1.083      0.0168      64.4643    79.2903
9     1.125      0.0209      53.8278    79.4248
10     1.157      0.0259      44.6718    78.7348
