          
-2     0.427      0.0065      65.6923    70.2294
-1     0.543      0.0063      86.1905    70.2997
0     0.658      0.0063      104.444    70.4596
1     0.771      0.0063      122.381    70.6922
2     0.883      0.0064      137.969    71.6997
3     0.992      0.0066      150.303    72.8384
4     1.093      0.0068      160.735    74.1389
5     1.187      0.0072      164.861    75.426
6     1.267      0.0083      152.651    76.8414
7     1.336      0.0097      137.732    77.9607
8     1.376      0.0122      112.787    78.8772
9     1.385      0.0173      80.0578    79.3798
10     1.357      0.0248      54.7177    79.1319
