          
-2     0.232      0.0072      32.2222    68.8789
-1     0.359      0.0072      49.8611    68.9476
0     0.487      0.0073      66.7123    69.0482
1     0.614      0.0074      82.973    69.2011
2     0.74      0.0076      97.3684    70.0433
3     0.865      0.0078      110.897    70.9964
4     0.989      0.0082      120.61    72.0436
5     1.111      0.0086      129.186    73.0362
6     1.231      0.0091      135.275    73.8843
7     1.348      0.0097      138.969    74.3693
8     1.46      0.0106      137.736    74.7256
9     1.564      0.0117      133.675    74.6624
10     1.632      0.014      116.571    74.7243
