          
-2     0.104      0.0068      15.2941    67.5343
-1     0.232      0.0069      33.6232    67.6137
0     0.359      0.007      51.2857    67.7099
1     0.486      0.0072      67.5    67.8195
2     0.612      0.0074      82.7027    68.6257
3     0.738      0.0076      97.1053    69.5565
4     0.862      0.0079      109.114    70.5739
5     0.985      0.0083      118.675    71.5233
6     1.106      0.0088      125.682    72.3539
7     1.226      0.0093      131.828    72.7587
8     1.341      0.0102      131.471    73.0867
9     1.45      0.0113      128.319    72.9567
10     1.55      0.0128      121.094    72.3271
