          
-2     0.421      0.007      60.1429    67.2091
-1     0.546      0.007      78    67.2292
0     0.67      0.0071      94.3662    67.2888
1     0.794      0.0073      108.767    67.389
2     0.917      0.0075      122.267    68.2734
3     1.038      0.0078      133.077    69.2807
4     1.159      0.0081      143.086    70.3418
5     1.278      0.0086      148.605    71.3613
6     1.395      0.0092      151.63    72.2453
7     1.51      0.0099      152.525    72.812
8     1.621      0.0109      148.716    73.1723
9     1.726      0.0121      142.645    73.0615
10     1.821      0.0138      131.957    72.487
