          
-2     0.268      0.0067      40    67.0251
-1     0.392      0.0067      58.5075    67.016
0     0.515      0.0068      75.7353    67.0506
1     0.638      0.0069      92.4638    67.1081
2     0.761      0.0071      107.183    67.9014
3     0.882      0.0073      120.822    68.8495
4     1.002      0.0077      130.13    69.9081
5     1.122      0.0081      138.519    70.8805
6     1.24      0.0087      142.529    71.7359
7     1.355      0.0094      144.149    72.2669
8     1.467      0.0104      141.058    72.6467
9     1.575      0.0118      133.475    72.5598
10     1.675      0.0136      123.162    71.9378
