          
-2     -0.064      0.0063      -10.1587    67.1953
-1     0.061      0.0063      9.68254    67.2113
0     0.186      0.0064      29.0625    67.2512
1     0.311      0.0064      48.5938    67.2729
2     0.436      0.0066      66.0606    67.9217
3     0.56      0.0067      83.5821    68.7148
4     0.683      0.007      97.5714    69.5988
5     0.806      0.0072      111.944    70.4446
6     0.928      0.0076      122.105    71.204
7     1.048      0.0083      126.265    71.6571
8     1.164      0.0095      122.526    72.2639
9     1.255      0.0133      94.3609    73.7465
10     1.342      0.0164      81.8293    73.7401
