1 0.0014338
0.99903 0.0015824
0.99611 0.0020392
0.99127 0.0028181
0.98451 0.0039311
0.97588 0.0053903
0.96539 0.0072104
0.9531 0.009409
0.93906 0.012008
0.92331 0.01503
0.90593 0.018503
0.88699 0.022451
0.86655 0.026895
0.84469 0.031849
0.8215 0.037316
0.79706 0.043286
0.77146 0.04973
0.74478 0.056599
0.71711 0.063823
0.68855 0.071309
0.65918 0.078942
0.6291 0.086587
0.59841 0.094093
0.56721 0.10129
0.5356 0.10802
0.50371 0.11409
0.47165 0.11935
0.43958 0.12364
0.40762 0.12682
0.37593 0.12879
0.34468 0.12946
0.31403 0.1288
0.28413 0.12681
0.25516 0.12351
0.22727 0.11899
0.20059 0.11336
0.17526 0.10675
0.1514 0.099336
0.12909 0.091294
0.10842 0.082811
0.089456 0.074073
0.072241 0.065257
0.056814 0.056523
0.043204 0.048009
0.03143 0.039825
0.021507 0.032051
0.013447 0.024736
0.0072604 0.017896
0.0029534 0.011521
0.00053208 0.0055741
0 1.0545e-17
0.0013578 -0.0052711
0.0046028 -0.010316
0.009728 -0.01521
0.016722 -0.020023
0.025568 -0.024811
0.036244 -0.029613
0.048722 -0.034443
0.062968 -0.039293
0.078943 -0.044127
0.096599 -0.048886
0.11588 -0.053487
0.13672 -0.05783
0.15905 -0.061803
0.18278 -0.065284
0.20782 -0.068157
0.23406 -0.07031
0.26139 -0.071648
0.28969 -0.072097
0.31882 -0.071611
0.34866 -0.070165
0.37906 -0.067784
0.4099 -0.064518
0.44104 -0.060444
0.47235 -0.05567
0.50371 -0.050328
0.53499 -0.044568
0.5661 -0.03855
0.59691 -0.032442
0.62731 -0.026408
0.65721 -0.020603
0.6865 -0.015168
0.71507 -0.010222
0.74282 -0.0058605
0.76964 -0.0021517
0.79542 0.00086588
0.82007 0.0031825
0.84348 0.004816
0.86556 0.0058094
0.88621 0.0062269
0.90534 0.0061496
0.92288 0.0056706
0.93875 0.0048894
0.9529 0.0039075
0.96527 0.0028234
0.9758 0.0017289
0.98448 0.0007065
0.99125 -0.00017327
0.99611 -0.00085205
0.99903 -0.0012838
1 -0.0014338
