file_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
CQU-DTUB18_33,27.6527,31.0919,34.3393,37.3895,39.9845,42.4415,44.7647,46.7665,48.6534,50.7274,52.731,54.8852,57.1702,59.5228,61.7088,62.9856,62.2445,59.9651,57.8278,55.7128,54.2791,53.6046,53.0591,51.9633,50.3168,48.5644,46.7242,44.9618,43.1435,41.0464,39.0502
CQU-DTUB18_34,25.4819,29.0704,32.4605,35.6453,38.3545,40.9183,43.3394,45.4192,47.3588,49.4277,51.3651,53.4584,55.7318,58.0847,60.2946,62.2669,62.4279,60.6949,58.613,56.7304,55.6129,54.7941,53.7089,51.9944,50.3247,48.5668,46.6901,44.8658,42.9575,40.728,38.5844
CQU-DTUB18_35,26.4298,29.953,33.2806,36.4064,39.0656,41.5826,43.9608,46.0061,47.9212,49.9884,51.9528,54.0751,56.3559,58.7077,60.9201,62.6296,62.4134,60.3943,58.3157,56.3919,55.2395,54.5394,53.6285,52.0266,50.3587,48.6048,46.7408,44.9365,43.0561,40.8665,38.7663
CQU-DTUB18_36,26.1953,29.7349,33.0783,36.2191,38.8913,41.4206,43.8104,45.8653,47.7874,49.8558,51.8138,53.9293,56.2082,58.5595,60.7725,62.5528,62.4339,60.4899,58.4379,56.5864,55.5171,54.7338,53.6579,51.9403,50.2696,48.5093,46.6305,44.8054,42.8972,40.6687,38.5262
CQU-DTUB18_37,27.0609,30.5408,33.8271,36.914,39.5403,42.0268,44.3771,46.4005,48.3012,50.3715,52.3562,54.4961,56.7796,59.131,61.3331,62.833,62.3578,60.1971,58.1211,56.1754,55.0004,54.3632,53.5417,52.013,50.3449,48.5917,46.7334,44.9388,43.0726,40.9036,38.8258
CQU-DTUB18_38,28.1846,31.5877,34.801,37.8195,40.3882,42.8215,45.1239,47.1107,48.9913,51.076,53.1004,55.2671,57.5518,59.9047,62.0688,63.1262,62.1469,59.8685,57.8154,55.8898,54.7702,54.2158,53.4514,51.9483,50.2781,48.5236,46.6675,44.8786,43.0213,40.865,38.8002
CQU-DTUB18_39,25.7555,29.3246,32.6958,35.8623,38.5555,41.1035,43.5093,45.5757,47.5043,49.568,51.5102,53.6115,55.8883,58.2426,60.4577,62.3614,62.4057,60.5515,58.3977,56.3308,54.9425,54.1976,53.4454,52.0926,50.4261,48.6769,46.8274,45.0444,43.1937,41.0479,38.9978
CQU-DTUB18_40,25.916,29.4745,32.8359,35.9935,38.6797,41.2218,43.6229,45.6866,47.6144,49.6814,51.6305,53.7374,56.0148,58.3673,60.5812,62.441,62.4296,60.5543,58.4709,56.5615,55.4206,54.6631,53.6745,52.019,50.3506,48.5953,46.7259,44.9129,43.0201,40.8128,38.6934
CQU-DTUB18_41,28.8177,32.1778,35.3504,38.3309,40.8681,43.2725,45.5494,47.5179,49.3911,51.4898,53.5379,55.7169,58.0003,60.3559,62.4891,63.2568,61.9645,59.7196,57.7218,55.9121,54.968,54.3922,53.486,51.8348,50.161,48.4002,46.5312,44.7252,42.8452,40.6567,38.5558
CQU-DTUB18_42,26.7694,30.269,33.5739,36.6781,39.3186,41.8177,44.179,46.2102,48.1149,50.1806,52.1539,54.2853,56.5682,58.9208,61.13,62.7297,62.3674,60.239,58.0984,56.011,54.6038,53.9057,53.2592,52.0332,50.3676,48.6165,46.7714,44.9984,43.1637,41.042,39.0186
CQU-DTUB18_43,26.6919,30.1968,33.5067,36.6156,39.2601,41.7629,44.1275,46.1614,48.0677,50.1329,52.1037,54.2329,56.5155,58.8681,61.0787,62.7041,62.3734,60.2619,58.1192,56.0304,54.6193,53.9152,53.2649,52.0378,50.3722,48.6212,46.7761,45.0029,43.1677,41.0453,39.0213
CQU-DTUB18_44,26.3743,29.9012,33.2323,36.3613,39.0231,41.5423,43.9224,45.969,47.8846,49.951,51.9131,54.0337,56.3144,58.6666,60.8799,62.6065,62.4106,60.3988,58.3032,56.3426,55.1329,54.4468,53.5931,52.0529,50.3857,48.6338,46.7748,44.9778,43.1072,40.9318,38.8474
CQU-DTUB18_45,30.4475,33.6968,36.7644,39.6468,42.1018,44.4307,46.6407,48.5628,50.424,52.5684,54.6741,56.8738,59.1527,61.5248,63.3506,63.4189,61.4297,59.2256,57.2241,55.4086,54.5033,54.096,53.3591,51.8166,50.1419,48.3857,46.5321,44.7494,42.9007,40.7544,38.6968
CQU-DTUB18_46,25.5484,29.1321,32.5173,35.6973,38.4022,40.9615,43.3782,45.454,47.3901,49.4568,51.3949,53.4902,55.7648,58.1185,60.3304,62.2868,62.418,60.6494,58.5367,56.579,55.3646,54.6135,53.6849,52.0918,50.425,48.6738,46.8118,45.0079,43.1267,40.9354,38.8334
CQU-DTUB18_47,24.5268,28.1805,31.6325,34.8753,37.6332,40.2417,42.7029,44.8142,46.7766,48.8483,50.7602,52.8217,55.0844,57.4413,59.6424,61.799,62.3386,60.9364,58.7674,56.7359,55.4009,54.5915,53.6865,52.1629,50.4964,48.749,46.8933,45.0962,43.223,41.0427,38.9534
CQU-DTUB18_48,26.8466,30.341,33.6409,36.7404,39.3771,41.8727,44.231,46.26,48.1634,50.23,52.2062,54.3399,56.623,58.9754,61.183,62.7567,62.3641,60.2239,58.0954,56.0339,54.6711,53.9973,53.3215,52.0296,50.3619,48.6106,46.7632,44.9864,43.1458,41.0153,38.9817
CQU-DTUB18_49,27.0913,30.5692,33.8536,36.9388,39.5638,42.0491,44.3985,46.4213,48.322,50.3931,52.3791,54.5198,56.8033,59.1545,61.3555,62.8448,62.3586,60.1984,58.1362,56.2214,55.0939,54.4465,53.5792,51.9999,50.3314,48.577,46.715,44.9149,43.041,40.861,38.7707
CQU-DTUB18_50,23.6678,27.3803,30.8882,34.1836,36.9857,39.6349,42.1328,44.2731,46.2576,48.3364,50.2294,52.261,54.5097,56.8693,59.0661,61.2927,62.204,61.1618,58.9236,56.7731,55.2429,54.3256,53.5105,52.2178,50.5516,48.8073,46.9632,45.1829,43.3331,41.1872,39.138
CQU-DTUB18_51,23.322,27.0583,30.589,33.906,36.7264,39.3928,41.9065,44.0597,46.0547,48.1389,50.0265,52.0467,54.2885,56.6484,58.8438,61.0845,62.1435,61.2508,59.0204,56.871,55.3455,54.416,53.5693,52.2399,50.5716,48.8281,46.9835,45.2011,43.3474,41.1952,39.1385
CQU-DTUB18_52,24.6239,28.2706,31.7155,34.9514,37.703,40.305,42.7596,44.8647,46.8213,48.8885,50.7999,52.8635,55.128,57.486,59.6886,61.834,62.3282,60.8663,58.6454,56.4822,54.923,54.025,53.3096,52.1446,50.4967,48.7501,46.9086,45.1365,43.3006,41.1771,39.1536
CQU-DTUB18_53,28.6883,32.0571,35.238,38.2261,40.7695,43.1796,45.4614,47.4333,49.3074,51.4026,53.4457,55.6224,57.9062,60.2613,62.4014,63.2305,61.9991,59.7398,57.7183,55.8564,54.8426,54.3008,53.4793,51.8996,50.2278,48.4709,46.6099,44.8144,42.9482,40.7789,38.6988
CQU-DTUB18_54,29.503,32.8162,35.9442,38.8828,41.3845,43.7559,46.0029,47.9493,49.8134,51.9271,53.999,56.1884,58.4705,60.8323,62.8811,63.3405,61.7137,59.4518,57.3773,55.3866,54.2042,53.7407,53.1639,51.8757,50.203,48.4488,46.6051,44.838,43.0125,40.9019,38.8866
CQU-DTUB18_55,25.1162,28.7292,32.1421,35.3479,38.0742,40.6529,43.0865,45.1751,47.1196,49.1849,51.1093,53.1898,55.4605,57.8166,60.0241,62.0809,62.3774,60.7356,58.5531,56.454,55.0068,54.2037,53.4442,52.1311,50.4649,48.7172,46.8699,45.0887,43.2399,41.0967,39.0501
CQU-DTUB18_56,27.0112,30.4943,33.7835,36.873,39.5012,41.9891,44.3402,46.3638,48.2638,50.3318,52.3136,54.4517,56.7354,59.0875,61.2917,62.8086,62.348,60.1758,58.0522,55.9953,54.6432,53.9828,53.313,52.02,50.352,48.6005,46.7531,44.9766,43.1367,41.007,38.9742
CQU-DTUB18_57,26.7231,30.226,33.5341,36.6414,39.2848,41.7868,44.1509,46.1848,48.0917,50.1585,52.1312,54.2616,56.5442,58.8963,61.1057,62.721,62.3816,60.2772,58.1673,56.1562,54.8728,54.2117,53.4567,52.0347,50.3671,48.6156,46.7628,44.9766,43.1222,40.9708,38.9134
CQU-DTUB18_58,26.6101,30.1207,33.436,36.5501,39.199,41.7059,44.0745,46.1115,48.0201,50.0854,52.0539,54.1809,56.4631,58.8157,61.0273,62.6794,62.3835,60.2963,58.1648,56.1072,54.7464,54.0599,53.361,52.043,50.3756,48.6247,46.7763,44.9972,43.1532,41.0174,38.978
CQU-DTUB18_59,26.3108,29.8422,33.1776,36.3108,38.9762,41.499,43.8825,45.932,47.85,49.917,51.8777,53.9965,56.2766,58.6286,60.8419,62.5878,62.4193,60.4313,58.3517,56.4313,55.282,54.5685,53.6397,52.0247,50.3567,48.6025,46.7373,44.9309,43.0476,40.8539,38.7492
CQU-DTUB18_60,31.3954,34.5806,37.5876,40.4136,42.8215,45.1075,47.2803,49.1795,51.0427,53.2217,55.3572,57.5622,59.8389,62.201,63.7237,63.3981,61.1187,58.9306,56.9178,55.0958,54.2021,53.8758,53.2292,51.7632,50.0871,48.3324,46.4867,44.7166,42.885,40.7619,38.7281
CQU-DTUB18_61,26.2264,29.7631,33.1032,36.2403,38.9084,41.4328,43.8167,45.8653,47.7807,49.8425,51.7973,53.9124,56.1927,58.5467,60.7629,62.5342,62.3868,60.3768,58.1906,56.0184,54.4554,53.6143,53.0373,52.0133,50.4035,48.6535,46.8148,45.0534,43.2361,41.1413,39.1501
CQU-DTUB18_62,28.3399,31.7329,34.937,37.9474,40.5098,42.9381,45.2369,47.2222,49.1039,51.195,53.2266,55.3965,57.6798,60.0315,62.1868,63.1788,62.1399,59.9105,57.9682,56.2878,55.42,54.6719,53.4751,51.7031,50.0252,48.2514,46.3562,44.5145,42.5877,40.3348,38.165
CQU-DTUB18_63,31.0813,34.2877,37.3147,40.1592,42.5825,44.8825,47.0672,48.9732,50.8347,53.0014,55.1273,57.331,59.6083,61.9765,63.6076,63.413,61.2153,59.0138,56.9863,55.1233,54.167,53.8252,53.205,51.7822,50.1066,48.352,46.5073,44.739,42.9102,40.7919,38.7644
CQU-DTUB18_64,28.1985,31.6004,34.8125,37.8297,40.397,42.8285,45.1289,47.1136,48.9919,51.0748,53.0985,55.2651,57.55,59.9037,62.0682,63.1177,62.1216,59.8127,57.6932,55.6091,54.2417,53.6344,53.0872,51.9433,50.2834,48.5302,46.6891,44.9255,43.1055,41.0051,39.0042
CQU-DTUB18_65,29.9025,33.1887,36.2912,39.2061,41.6881,44.0416,46.2732,48.2093,50.0719,52.1982,54.2849,56.4794,58.76,61.1267,63.0935,63.3859,61.5987,59.369,57.3421,55.4635,54.4569,54.0273,53.3308,51.8493,50.1757,48.4203,46.5687,44.7891,42.945,40.8063,38.7583
CQU-DTUB18_66,27.8995,31.322,34.5538,37.5895,40.1728,42.6193,44.9337,46.9294,48.8144,50.8943,52.9083,55.0688,57.3535,59.7057,61.8816,63.0598,62.2159,59.9465,57.8839,55.9406,54.7875,54.2141,53.453,51.9651,50.2955,48.5415,46.686,44.8975,43.0407,40.8853,38.8219
CQU-DTUB18_67,26.82,30.3164,33.6185,36.7203,39.3592,41.8573,44.2184,46.2502,48.1564,50.2253,52.2022,54.3355,56.6182,58.9696,61.1765,62.7597,62.3853,60.2755,58.2028,56.275,55.1228,54.4611,53.5941,52.0232,50.3553,48.6019,46.7407,44.9413,43.0678,40.8883,38.7987
CQU-DTUB18_68,26.2915,29.8247,33.162,36.2974,38.965,41.4903,43.8768,45.9292,47.8501,49.9196,51.8812,53.9995,56.2786,58.6292,60.8411,62.5927,62.4383,60.478,58.4495,56.6465,55.6206,54.801,53.6385,51.8813,50.2089,48.4439,46.5567,44.7205,42.7979,40.5497,38.3856
CQU-DTUB18_69,28.7631,32.1268,35.3027,38.286,40.8253,43.2314,45.5095,47.4783,49.3506,51.4466,53.4921,55.67,57.9538,60.3098,62.4473,63.2388,61.965,59.6947,57.6449,55.7169,54.6086,54.0994,53.382,51.9155,50.2442,48.4894,46.6362,44.8528,43.0034,40.8583,38.8053
CQU-DTUB18_70,25.048,28.6661,32.0841,35.2951,38.0262,40.61,43.049,45.1426,47.092,49.1612,51.0862,53.1653,55.4346,57.7895,59.9944,62.0638,62.3935,60.7988,58.6708,56.7054,55.4763,54.6877,53.7248,52.1127,50.4458,48.6952,46.8323,45.0258,43.1402,40.9421,38.8328
CQU-DTUB18_71,27.9755,31.3933,34.6209,37.6531,40.234,42.679,44.9927,46.989,48.8759,50.9603,52.9786,55.1409,57.4246,59.7753,61.9464,63.0952,62.2298,59.9987,58.0305,56.299,55.3875,54.6555,53.5204,51.7643,50.0885,48.3189,46.4299,44.5954,42.6776,40.4369,38.2803
CQU-DTUB18_72,26.2748,29.8085,33.146,36.2811,38.9479,41.4718,43.856,45.9058,47.8235,49.8893,51.8481,53.9657,56.2459,58.5984,60.8126,62.5694,62.4124,60.4236,58.3193,56.343,55.1074,54.4163,53.5772,52.0592,50.3921,48.6406,46.7831,44.9879,43.1201,40.9486,38.8687
CQU-DTUB18_73,25.9771,29.5315,32.8889,36.0428,38.7259,41.2652,43.6638,45.7255,47.652,49.7193,51.6702,53.7791,56.0568,58.4091,60.623,62.4658,62.4308,60.5395,58.462,56.5632,55.4369,54.6758,53.6722,52.004,50.3351,48.5789,46.7079,44.8926,42.9971,40.786,38.6624
CQU-DTUB18_74,24.6902,28.3323,31.773,35.005,37.7533,40.3523,42.8043,44.9074,46.8626,48.9299,50.8433,52.9094,55.1747,57.5323,59.7353,61.8703,62.338,60.853,58.6432,56.5033,54.985,54.1207,53.3807,52.1523,50.4917,48.7449,46.9012,45.1251,43.2832,41.1504,39.1161
CQU-DTUB18_75,29.9371,33.2209,36.3212,39.2339,41.714,44.0659,46.2958,48.2306,50.0928,52.2199,54.3077,56.5024,58.783,61.1504,63.1091,63.3865,61.5828,59.3478,57.3072,55.3973,54.3467,53.9248,53.2731,51.8484,50.1747,48.4198,46.5713,44.7966,42.9596,40.8313,38.795
CQU-DTUB18_76,30.7156,33.9466,36.9969,39.8631,42.3044,44.6207,46.8194,48.7339,50.5942,52.7471,54.8612,57.0627,59.3411,61.7131,63.4605,63.4163,61.3269,59.1076,57.0593,55.1412,54.0985,53.7322,53.1538,51.8046,50.1296,48.3753,46.5327,44.7677,42.9444,40.8348,38.818
CQU-DTUB18_77,27.4541,30.9069,34.1673,37.2296,39.8349,42.3015,44.6334,46.6419,48.5328,50.6047,52.6015,54.751,57.0358,59.388,61.5804,62.9348,62.2834,60.0334,57.9047,55.8179,54.4264,53.7706,53.1738,51.9905,50.3273,48.575,46.7318,44.9634,43.1358,41.0246,39.0125
CQU-DTUB18_78,27.3352,30.7961,34.0642,37.1337,39.745,42.2171,44.5539,46.5661,48.459,50.5293,52.5217,54.6682,56.9527,59.305,61.5012,62.9003,62.2997,60.0635,57.9256,55.8208,54.3964,53.7151,53.1334,51.991,50.3351,48.583,46.7411,44.9748,43.1506,41.0445,39.0385
CQU-DTUB18_79,24.4242,28.085,31.5437,34.7929,37.5562,40.1698,42.6356,44.7506,46.716,48.7888,50.6985,52.7566,55.0177,57.3748,59.575,61.745,62.3275,60.9676,58.7959,56.7639,55.4283,54.6125,53.6991,52.169,50.5024,48.7552,46.8993,45.1017,43.2275,41.0455,38.9544
CQU-DTUB18_80,24.9435,28.5682,31.9922,35.2082,37.943,40.5293,42.9694,45.0628,47.0104,49.0748,50.9935,53.0677,55.3364,57.6936,59.8998,61.9913,62.3543,60.7648,58.5466,56.3702,54.7877,53.8811,53.2087,52.1086,50.4787,48.7315,46.8916,45.1237,43.295,41.1826,39.172
CQU-DTUB18_81,27.1291,30.6044,33.8864,36.9693,39.5923,42.0758,44.4235,46.4451,48.3449,50.4164,52.4037,54.5454,56.829,59.1801,61.3803,62.8561,62.3539,60.187,58.1254,56.2105,55.0835,54.4397,53.5761,51.9992,50.3306,48.5763,46.7145,44.9149,43.0416,40.8624,38.773
CQU-DTUB18_82,24.3389,28.0056,31.47,34.7245,37.4924,40.1102,42.5801,44.6984,46.6663,48.7401,50.6482,52.7035,54.9633,57.3205,59.5199,61.6998,62.3185,60.9952,58.8233,56.796,55.4684,54.6473,53.7195,52.1738,50.5072,48.76,46.9034,45.1044,43.228,41.0427,38.9478
CQU-DTUB18_83,25.5858,29.1668,32.5494,35.7269,38.4297,40.9869,43.4014,45.4753,47.41,49.4759,51.4146,53.511,55.7861,58.14,60.3527,62.2998,62.415,60.6296,58.5067,56.5232,55.2685,54.5287,53.6443,52.0992,50.4328,48.6825,46.8239,45.0253,43.1516,40.9712,38.8816
CQU-DTUB18_84,26.1504,29.6924,33.0378,36.18,38.8526,41.3815,43.7699,45.8226,47.7415,49.8052,51.759,53.8724,56.1521,58.5056,60.7213,62.515,62.4028,60.4313,58.2853,56.2159,54.8284,54.106,53.3881,52.0699,50.4031,48.6531,46.8048,45.0247,43.1788,41.0403,38.9982
