          
-2     0.119      0.0062      19.1935    70.0556
-1     0.235      0.0059      39.8305    69.8902
0     0.349      0.0057      61.2281    69.8688
1     0.465      0.0056      83.0357    69.9345
2     0.578      0.0057      101.404    70.8494
3     0.687      0.0059      116.441    71.9923
4     0.792      0.0064      123.75    73.3741
5     0.885      0.0072      122.917    74.9369
6     0.955      0.0085      112.353    76.6383
7     1.016      0.0105      96.7619    78.0121
8     1.07      0.013      82.3077    78.8272
9     1.117      0.0158      70.6962    78.8953
10     1.157      0.019      60.8947    78.1392
