1 0
0.99903 0.00013399
0.99614 0.00059931
0.99135 0.0014883
0.98468 0.0028869
0.97616 0.004872
0.96585 0.0075083
0.95378 0.010845
0.94 0.014915
0.92458 0.019731
0.90757 0.025284
0.88902 0.031547
0.869 0.038467
0.84757 0.045974
0.8248 0.053975
0.80074 0.062359
0.77548 0.071003
0.74908 0.079769
0.72162 0.088509
0.69319 0.097074
0.66388 0.10531
0.6338 0.11307
0.60305 0.12021
0.57176 0.1266
0.54005 0.13212
0.50806 0.13669
0.47594 0.14022
0.44383 0.14265
0.41188 0.14396
0.38025 0.14414
0.34909 0.14319
0.31854 0.14116
0.28876 0.13808
0.25988 0.13404
0.23203 0.12911
0.20534 0.12337
0.17991 0.11693
0.15586 0.10987
0.13327 0.10231
0.11224 0.094325
0.092843 0.086017
0.075143 0.077467
0.059203 0.068753
0.045077 0.059945
0.03281 0.051105
0.022442 0.042286
0.014005 0.033536
0.0075267 0.024897
0.0030252 0.016406
0.00051413 0.0080963
0 1.5553e-17
0.0014824 -0.0078526
0.0049538 -0.015431
0.0104 -0.022705
0.017797 -0.029641
0.027117 -0.036208
0.038321 -0.042372
0.051363 -0.048097
0.06619 -0.05335
0.08274 -0.058097
0.10094 -0.062308
0.12073 -0.065954
0.14201 -0.069012
0.16469 -0.071462
0.18868 -0.073291
0.21389 -0.074495
0.2402 -0.075073
0.26751 -0.075035
0.2957 -0.074397
0.32467 -0.073184
0.35429 -0.071426
0.38444 -0.069161
0.41502 -0.066433
0.44589 -0.063292
0.47695 -0.059792
0.50806 -0.055989
0.53913 -0.051943
0.57001 -0.047717
0.60061 -0.043372
0.63081 -0.038972
0.6605 -0.034578
0.68955 -0.030251
0.71788 -0.026047
0.74537 -0.022022
0.77191 -0.018225
0.79741 -0.014701
0.82178 -0.01149
0.84491 -0.0086238
0.86673 -0.0061266
0.88714 -0.0040141
0.90606 -0.0022921
0.92342 -0.00095616
0.93915 9.3444e-06
0.95318 0.00063155
0.96546 0.0009493
0.97593 0.001013
0.98456 0.00088412
0.9913 0.00063439
0.99613 0.0003444
0.99903 0.00010198
1 -0
