          
-2     0.133      0.0063      21.1111    69.175
-1     0.255      0.0063      40.4762    69.2692
0     0.377      0.0064      58.9062    69.404
1     0.498      0.0066      75.4545    69.583
2     0.619      0.0067      92.3881    70.4172
3     0.738      0.0069      106.957    71.3543
4     0.857      0.0071      120.704    72.3526
5     0.974      0.0074      131.622    73.2846
6     1.089      0.0078      139.615    74.0538
7     1.199      0.0084      142.738    74.4923
8     1.301      0.0093      139.892    74.9392
9     1.384      0.0106      130.566    75.1422
10     1.398      0.015      93.2    75.9946
