          
-2     0.106      0.0066      16.0606    67.7231
-1     0.232      0.0065      35.6923    67.7314
0     0.358      0.0066      54.2424    67.7979
1     0.483      0.0067      72.0896    67.8996
2     0.607      0.0068      89.2647    68.6447
3     0.731      0.0071      102.958    69.5361
4     0.854      0.0074      115.405    70.5326
5     0.976      0.0077      126.753    71.4815
6     1.097      0.0082      133.78    72.2645
7     1.215      0.0088      138.068    72.7373
8     1.329      0.0097      137.01    73.1399
9     1.438      0.011      130.727    73.0928
10     1.535      0.0129      118.992    72.7019
