          
-2     0.268      0.0067      40    69.4113
-1     0.388      0.0067      57.9104    69.5356
0     0.506      0.0068      74.4118    69.7206
1     0.624      0.007      89.1429    69.9065
2     0.741      0.0073      101.507    70.8603
3     0.856      0.0076      112.632    71.9028
4     0.97      0.008      121.25    72.9875
5     1.083      0.0085      127.412    73.9407
6     1.193      0.009      132.556    74.6931
7     1.301      0.0096      135.521    75.0864
8     1.405      0.0104      135.096    75.2058
9     1.504      0.0113      133.097    74.8012
10     1.595      0.0124      128.629    73.7751
