          
-2     0.475      0.0066      71.9697    69.6487
-1     0.593      0.0066      89.8485    69.7922
0     0.708      0.0068      104.118    70.009
1     0.824      0.007      117.714    70.2282
2     0.937      0.0073      128.356    71.2906
3     1.048      0.0077      136.104    72.4047
4     1.158      0.0081      142.963    73.5201
5     1.266      0.0086      147.209    74.5386
6     1.37      0.0092      148.913    75.3677
7     1.47      0.0098      150    75.8234
8     1.556      0.0106      146.792    76.1151
9     1.641      0.0119      137.899    75.8447
10     1.709      0.0135      126.593    75.0966
