          
-2     0.135      0.0063      21.4286    67.4147
-1     0.261      0.0063      41.4286    67.4866
0     0.386      0.0064      60.3125    67.5503
1     0.511      0.0065      78.6154    67.6395
2     0.636      0.0067      94.9254    68.4182
3     0.759      0.0069      110    69.3436
4     0.882      0.0071      124.225    70.3433
5     1.004      0.0074      135.676    71.2867
6     1.123      0.0079      142.152    72.1702
7     1.238      0.0088      140.682    72.8767
8     1.336      0.0107      124.86    74.0782
9     1.342      0.0165      81.3333    76.8051
10     1.333      0.0247      53.9676    77.5523
