          
-2     0.102      0.0053      19.2453    68.0575
-1     0.22      0.0051      43.1373    67.9657
0     0.337      0.0051      66.0784    68.0698
1     0.454      0.0052      87.3077    68.1727
2     0.571      0.0054      105.741    68.993
3     0.686      0.0056      122.5    69.9526
4     0.797      0.0062      128.548    71.3012
5     0.898      0.0074      121.351    72.9902
6     0.973      0.0105      92.6667    75.4601
7     1.064      0.0119      89.4118    76.3029
8     1.147      0.0132      86.8939    76.7662
9     1.219      0.0149      81.8121    76.787
10     1.265      0.0174      72.7011    76.3514
